"accepted_species","traits"
"sp130",1
"sp132",1
"sp152",1
"sp194",0
"sp225",NA
"sp232",1
"sp234",1
"sp237",1
"sp239",1
"sp246",0
"sp247",1
"sp257",0
"sp262",1
"sp271",1
"sp282",1
"sp285",1
"sp291",1
"sp292",0
"sp294",1
"sp296",1
"sp297",1
"sp299",1
"sp300",NA
"sp301",1
"sp302",1
"sp304",0
"sp305",1
"sp306",0
"sp308",1
"sp309",0
"sp310",0
"sp311",1
"sp312",0
"sp314",NA
"sp315",NA
"sp316",1
"sp318",0
"sp319",0
"sp320",1
"sp321",1
"sp322",0
"sp323",1
"sp324",1
"sp325",0
"sp326",1
"sp327",1
"sp330",0
"sp333",NA
"sp336",1
"sp337",1
"sp338",1
"sp340",1
"sp341",1
"sp342",0
"sp343",1
"sp344",1
"sp345",1
"sp346",1
"sp347",1
"sp349",1
"sp350",1
"sp351",1
"sp353",1
"sp355",0
"sp356",0
"sp357",1
"sp358",1
"sp359",1
"sp360",1
"sp361",NA
"sp362",NA
"sp363",1
"sp364",1
"sp365",1
"sp366",1
"sp367",NA
"sp368",1
"sp369",1
"sp370",1
"sp371",NA
"sp372",NA
"sp373",1
"sp374",0
"sp375",1
"sp376",1
"sp377",1
"sp378",1
"sp379",0
"sp380",0
"sp381",1
"sp382",1
"sp383",1
"sp384",1
"sp385",1
"sp386",1
"sp388",1
"sp389",1
"sp390",1
"sp391",0
"sp392",0
