"accepted_species","traits"
"sp21",1
"sp29",1
"sp44",1
"sp46",1
"sp59",0
"sp63",0
"sp66",1
"sp69",1
"sp70",1
"sp71",1
"sp79",0
"sp80",1
"sp84",0
"sp85",1
"sp88",1
"sp90",1
"sp91",NA
"sp92",1
"sp93",0
"sp94",1
"sp95",1
"sp96",1
"sp101",0
"sp107",1
"sp113",1
"sp114",1
"sp115",NA
"sp120",1
"sp121",0
"sp123",1
"sp124",0
"sp125",1
"sp126",1
"sp127",NA
"sp128",0
"sp129",1
"sp132",1
"sp133",NA
"sp134",0
"sp135",1
"sp138",1
"sp141",0
"sp142",0
"sp143",NA
"sp144",1
"sp145",1
"sp146",0
"sp147",0
"sp148",0
"sp151",0
"sp154",0
"sp157",NA
"sp158",1
"sp159",0
"sp160",1
"sp161",1
"sp162",1
"sp163",1
"sp164",0
"sp165",1
"sp166",1
"sp168",NA
"sp169",1
"sp170",1
"sp171",1
"sp172",1
"sp173",1
"sp174",0
"sp175",1
"sp177",1
"sp179",1
"sp180",1
"sp181",0
"sp182",0
"sp183",1
"sp184",1
"sp185",1
"sp186",0
"sp187",NA
"sp188",0
"sp189",0
"sp190",0
"sp191",0
"sp192",1
"sp193",1
"sp194",1
"sp195",1
"sp196",0
"sp197",0
"sp198",1
"sp199",NA
"sp200",1
"sp201",NA
"sp203",0
"sp204",1
"sp205",1
"sp206",0
"sp207",0
"sp208",1
"sp209",1
