"accepted_species","trait_BM_trend_scaled"
"t13",1
"t14",1
"t45",1
"t56",1
"t110",1
"t111",1
"t21",1
"t138",1
"t139",1
"t109",1
"t119",1
"t120",1
"t32",1
"t39",1
"t40",1
"t10",1
"t27",0
"t42",1
"t136",0
"t137",0
"t92",0
"t90",1
"t91",1
"t78",1
"t25",1
"t86",1
"t87",1
"t11",1
"t2",0
"t54",1
"t55",NA
"t59",NA
"t122",NA
"t123",1
"t16",1
"t12",1
"t65",1
"t66",NA
"t24",1
"t82",1
"t83",1
"t64",1
"t88",1
"t89",1
"t37",1
"t38",1
"t8",1
"t95",1
"t96",1
"t115",NA
"t116",1
"t128",1
"t129",1
"t60",1
"t62",1
"t63",NA
"t44",1
"t50",NA
"t51",1
"t23",1
"t52",1
"t61",NA
"t79",1
"t80",1
"t101",1
"t102",NA
"t22",NA
"t18",1
"t84",NA
"t85",1
"t31",0
"t19",1
"t124",1
"t125",1
"t34",1
"t35",1
"t97",1
"t98",1
"t53",1
"t105",1
"t106",1
"t29",1
"t30",NA
"t28",1
"t117",0
"t118",0
"t74",0
"t75",NA
"t57",1
"t58",0
"t70",0
"t71",0
"t93",0
"t94",NA
"t36",0
"t33",0
"t1",0
"t5",0
"t6",0
"t3",0
"t4",0
"t9",0
"t26",1
"t126",1
"t127",0
"t107",1
"t108",1
"t130",1
"t131",1
"t132",1
"t133",1
"t112",1
"t113",1
"t81",1
"t20",1
"t99",1
"t100",1
"t103",1
"t104",1
"t134",1
"t135",1
"t76",1
"t77",1
"t46",1
"t15",0
"t17",0
"t43",1
"t68",0
"t69",0
"t49",1
"t140",1
"t141",1
"t121",1
"t114",0
"t142",0
"t143",0
"t67",1
"t7",0
"t41",1
"t72",1
"t73",1
"t47",0
"t48",1
