"accepted_species","Medicinal"
"Canthium_thonningii",0
"Leichhardtia_spathulata",0
"Sherbournia_millenii",0
"Timonius_finlaysonianus",0
"Notopleura_perparva",NA
"Palicourea_brazaoi",NA
"Cosmibuena_valerii",0
"Tabernaemontana_abbreviata",0
"Zeltnera_breviflora",0
"Zeltnera_beyrichii",0
"Psychotria_simianensis",NA
"Cynanchica_lactea",0
"Crusea_hispida",0
"Palicourea_mansoana",NA
"Gentianella_carneorubra",0
"Kuepferia_hicksii",0
"Arachnothryx_secunda",0
"Galianthe_eupatorioides",1
"Spermacoce_hillii",0
"Ophiorrhiza_scabrida",0
"Gynochthodes_podistra",0
"Faramea_occidentalis",1
"Peponidium_ankaranense",0
"Gongronemopsis_latifolia",1
"Ruehssia_macrophylla",0
"Suberanthus_hincheanus",0
"Sebaea_aurea",0
"Vincetoxicum_auriculatum",1
"Leichhardtia_neomicrostoma",0
"Pavetta_valetonii",0
"Guettarda_velutina",0
"Lisianthius_auriculatus",0
"Rytigynia_longipedicellata",0
"Strophanthus_gerrardii",1
"Chomelia_schomburgkii",0
"Calycosia_kajewskii",0
"Mandevilla_mollissima",0
"Buchozia_japonica",1
"Microloma_armatum",0
"Neblinathamnus_brasiliensis",0
"Tarenna_stenantha",0
"Ditassa_foldatsii",0
"Asclepias_viridula",0
"Asclepias_rubra",0
"Strychnos_nicaraguensis",0
"Rauvolfia_media",1
"Kutchubaea_sericantha",0
"Notopleura_humensis",NA
"Valantia_lainzii",0
"Retiniphyllum_secundiflorum",0
"Ceropegia_brachyceras",0
"Ceropegia_kumaonensis",0
"Bertiera_batesii",1
"Swertia_squamigera",0
"Galium_leptogonium",0
"Galium_glaucum",0
"Psychotria_louisii",NA
"Psychotria_aquatica",NA
"Galium_thunbergianum",0
"Galium_aparine",1
"Ixora_temptans",0
"Ixora_alba",1
"Hoya_sigillatis",0
"Thenardia_floribunda",0
"Thiollierea_retusiflora",0
"Eumachia_frutescens",NA
"Faramea_garciae",0
"Mitracarpus_schizangius",0
"Mitracarpus_depauperatus",0
"Heterostemma_lobulatum",0
"Vangueria_cyanescens",1
"Palicourea_garcioides",NA
"Vangueria_bicolor",0
"Hydnophytum_zippelianum",0
"Fagraea_euneura",0
"Canthium_ferrugineum",0
"Canthium_quadratum",0
"Tripterospermum_maculatum",0
"Rhazya_greissii",0
"Duvalia_maculata",0
"Gelsemium_rankinii",1
"Hoffmannia_pustulata",0
"Galianthe_macedoi",0
"Pavetta_granitica",0
"Pavetta_subumbellata",0
"Wrightia_lanceolata",0
"Pavetta_kedahica",0
"Parapentas_battiscombei",0
"Rudgea_vincentina",NA
"Gentianella_sanchezii",0
"Raphionacme_lucens",0
"Zygostelma_benthamii",0
"Paracephaelis_pauciflora",0
"Sabicea_urceolata",0
"Ophiorrhiza_klossii",0
"Ophiorrhiza_oligantha",0
"Praravinia_gracilis",0
"Gentiana_exigua",0
"Argostemma_pumilum",0
"Sipanea_pratensis",0
