"accepted_species","I1.1/1"
"t38","0"
"t88","0"
"t91",NA
"t92","0"
"t23","0"
"t76","0"
"t77","0"
"t67","0"
"t80","0"
"t81","0"
"t26","0"
"t24","0"
"t60","0"
"t61","0"
"t62","1"
"t73","0"
"t74","0"
"t84",NA
"t85","1"
"t78",NA
"t79","1"
"t17","1"
"t18","0"
"t30","0"
"t31","0"
"t25","0"
"t10",NA
"t5","0"
"t1","1"
"t28",NA
"t8","1"
"t99","1"
"t100","1"
"t53","1"
"t54","1"
"t6","1"
"t7","1"
"t70","0"
"t71","0"
"t86","1"
"t87","0"
"t49",NA
"t52","0"
"t12","0"
"t19","1"
"t27","1"
"t97","1"
"t98","1"
"t58","1"
"t59","1"
"t65","1"
"t66","1"
"t72","1"
"t50","1"
"t51","1"
"t32","0"
"t82","1"
"t83","1"
"t4","0"
"t63",NA
"t64","0"
"t3","0"
"t9","1"
"t15","0"
"t16","0"
"t2","0"
"t36","0"
"t37","1"
"t13","0"
"t14","1"
"t43","0"
"t11","0"
"t57","0"
"t68","0"
"t69","0"
"t33","0"
"t47",NA
"t48","0"
"t44","0"
"t45",NA
"t46","0"
"t29","0"
"t20","0"
"t89","1"
"t90","1"
"t34","0"
"t35","0"
"t55","1"
"t56","1"
"t95","0"
"t96",NA
"t39","0"
"t40","1"
"t21","0"
"t22","0"
"t75","0"
"t93","1"
"t94","1"
"t41","0"
"t42","0"
