"accepted_species","Medicinal"
"Rauvolfia_semperflorens",1
"Leptactina_angolensis",0
"Ixora_ravikumarii",0
"Landolphia_incerta",1
"Carpacoce_heteromorpha",0
"Solenandra_angustifolia",0
"Leucolophus_macranthus",0
"Neanotis_montholonii",0
"Thliphthisa_semanensis",0
"Benkara_sinensis",1
"Lacmellea_foxii",0
"Suberanthus_×_angustatus",0
"Motandra_paniculata",1
"Rothmannia_ravae",0
"Chomelia_modesta",0
"Pavetta_corymbosa",1
"Palicourea_minutiflora",0
"Scleromitrion_galioides",1
"Ibatia_boliviensis",0
"Matelea_tamnifolia",0
"Eumachia_forsteriana",1
"Spigelia_alabamensis",0
"Hoffmannia_ghiesbreghtii",1
"Orthosia_florida",0
"Cynanchum_madagascariense",0
"Oldenlandia_recurva",1
"Asclepias_asperula",NA
"Conostomium_longitubum",1
"Parsonsia_lata",NA
"Condylocarpon_myrtifolium",0
"Atractocarpus_sezitat",0
"Payera_homolleana",0
"Xanthophytum_balansae",NA
"Simira_panamensis",0
"Nenax_cinerea",0
"Cyrtophyllum_caudatum",0
"Guettarda_inaequipes",0
"Lisianthius_oreopolus",0
"Acranthera_ruttenii",0
"Lisianthius_calciphilus",0
"Guettarda_nannocarpa",NA
"Canthiumera_glabra",1
"Rubia_cordifolia",1
"Schradera_hilliifolia",0
"Cerberiopsis_candelabra",0
"Orthosia_tarmensis",0
"Stelmagonum_hahnianum",0
"Mandevilla_hatschbachii",0
"Peponidium_ihosyense",0
"Cynanchum_guatemalense",0
"Cynanchum_ampanihense",0
"Ceropegia_antennifera",0
"Cracosna_gracilis",0
"Psychotria_mindoroensis",1
"Psychotria_cuneata",0
"Psychotria_megacarpa",0
"Psychotria_notopleuroides",0
"Galium_thunbergianum",0
"Psychotria_rufidula",0
"Psychotria_dodoensis",NA
"Psychotria_esmeraldana",0
"Psychotria_osiana",0
"Manettia_stenocalyx",NA
"Hillia_foldatsii",0
"Ixora_sambiranensis",0
"Ixora_brachypoda",1
"Hoya_incrassata",0
"Hedyotis_lessertiana",0
"Hedyotis_trichoneura",0
"Hedyotis_nigrescens",0
"Toxocarpus_palghatensis",NA
"Tabernaemontana_ovalifolia",0
"Cosmostigma_hainanense",0
"Mussaenda_ornata",0
"Ruehssia_trivirgulata",0
"Landolphia_membranacea",0
"Palicourea_costata",0
"Macrocarpaea_quechua",0
"Secamone_urceolata",0
"Plectaneia_longisepala",0
"Pauridiantha_coalescens",0
"Tripterospermum_tanatorajanense",0
"Matelea_purpureolineata",0
"Pterygocalyx_volubilis",0
"Timonius_grandifolius",NA
"Pavetta_condorensis",0
"Pavetta_stipulopallium",NA
"Rudgea_reticulata",NA
"Stapelia_rubiginosa",0
"Orbea_gilbertii",0
"Remijia_kuhlmannii",0
"Gonzalagunia_exigua",0
"Melanoxerus_antsirananensis",0
"Posoqueria_velutina",0
"Ophiorrhiza_quadrifida",0
"Argostemma_parvum",0
"Eustegia_plicata",0
"Argostemma_brevicaule",0
"Arachnothryx_venezuelensis",0
"Argostemma_reptans",0
