"accepted_species","trait_BM_trend_scaled"
"t3",NA
"t26",0
"t71",1
"t96",NA
"t97",1
"t33",1
"t81",1
"t82",1
"t76",1
"t86",1
"t87",1
"t31",NA
"t32",NA
"t104",1
"t105",1
"t67",0
"t111",1
"t112",1
"t113",1
"t123",0
"t128",0
"t129",NA
"t108",1
"t83",0
"t21",0
"t36",1
"t100",0
"t126",0
"t127",0
"t12",0
"t121",1
"t122",1
"t78",1
"t79",1
"t68",0
"t39",1
"t40",1
"t84",1
"t92",1
"t93",1
"t77",1
"t8",1
"t47",1
"t48",1
"t59",1
"t60",1
"t43",0
"t44",1
"t45",0
"t46",0
"t62",0
"t63",0
"t42",1
"t64",NA
"t74",1
"t75",0
"t35",1
"t24",1
"t94",0
"t95",NA
"t65",1
"t61",1
"t25",1
"t106",NA
"t107",1
"t13",1
"t18",NA
"t19",0
"t30",0
"t109",0
"t110",0
"t56",0
"t72",0
"t73",1
"t20",1
"t69",NA
"t70",1
"t14",0
"t15",0
"t7",0
"t58",0
"t101",0
"t102",0
"t52",NA
"t53",0
"t114",1
"t115",1
"t27",NA
"t34",1
"t55",1
"t57",1
"t124",1
"t125",0
"t80",0
"t49",1
"t50",1
"t116",NA
"t130",1
"t131",1
"t5",0
"t11",0
"t37",1
"t38",1
"t28",0
"t29",1
"t23",0
"t22",0
"t103",1
"t119",1
"t120",1
"t9",0
"t10",0
"t1",0
"t4",1
"t41",1
"t66",1
"t88",1
"t89",1
"t98",1
"t99",1
"t54",1
"t16",1
"t17",1
"t6",1
"t117",1
"t118",1
"t51",1
"t90",1
"t91",1
"t85",1
"t2",0
