"accepted_species","F1.1/1"
"t24",-0.324761937759483
"t25",-1.77086947810144
"t6",NA
"t7",-0.136193957817518
"t85",-0.327219350901052
"t86",-0.779759010984927
"t89",-1.67521146274701
"t90",-0.838089516476387
"t61",0.0749322918129324
"t44",-2.21048369487534
"t45",-2.31332470355364
"t17",0.162316629193994
"t18",-0.461865176933508
"t3",0.600015356859414
"t4",-0.81039764772216
"t36",0.103592952910302
"t37",-1.53212209163433
"t41",-0.146209818704626
"t69",-1.00994150506439
"t70",NA
"t39",NA
"t40",-2.06867348562884
"t76",-0.809676263810482
"t77",-0.0180278986897402
"t51",0.364330053738639
"t11",-0.88207589041745
"t72",-0.1288052251539
"t73",0.0903712243352916
"t91",0.858887099740411
"t92",0.728649422459203
"t71",1.80159583980267
"t99",0.683618861705674
"t100",1.25038694371441
"t80",NA
"t26",0.780273261738218
"t59",0.610905678440094
"t60",1.08117050820651
"t2",0.187276957556829
"t5",NA
"t31",0.096698207219142
"t74",-0.337798021781583
"t75",-1.30118411883539
"t27",1.79617273019058
"t53",0.0019172270579749
"t54",NA
"t19",-0.702855768430248
"t13",NA
"t14",0.807222825094297
"t1",0.510210817047949
"t97",-0.420468992924189
"t98",-1.51720538997596
"t46",0.349718431024036
"t32",0.819009525978918
"t48",2.3763119622423
"t49",2.7385409219693
"t23",NA
"t65",-0.835297111095841
"t66",-1.41666430979791
"t67",-1.2046784657125
"t68",-1.47828436526149
"t57",0.113098040148197
"t63",0.915716979890069
"t64",0.120831693449303
"t52",0.69926832392357
"t29",0.862357490955197
"t30",1.29001992811955
"t20",0.451299184370656
"t10",-0.403329557132779
"t62",-2.17177289170305
"t95",0.792857722104954
"t96",0.666766517201975
"t58",1.10193517558924
"t16",1.00424887778209
"t12",0.449990502261704
"t42",0.228687159156617
"t43",-0.485920426022596
"t38",0.188118976007099
"t81",0.899733317531188
"t82",NA
"t28",-0.233437716663701
"t55",0.523156948961081
"t56",1.00160944566676
"t21",1.50157939805567
"t22",0.096235992718337
"t8",0.302110071551044
"t9",0.488318258351093
"t34",0.0707472158906315
"t35",-0.360571943108445
"t50",0.133001412883754
"t87",0.692173739543446
"t88",-0.0387812648556372
"t33",-0.246138341629737
"t15",0.31167166306074
"t78",0.402549287457481
"t79",-0.967458582296181
"t47",NA
"t83",-0.619125535705688
"t84",1.20867765425051
"t93",0.259593490047978
"t94",-0.098518746770114
