"accepted_species","traits"
"sp12",0
"sp21",1
"sp22",0
"sp23",NA
"sp27",1
"sp28",1
"sp29",NA
"sp33",0
"sp34",0
"sp38",0
"sp39",0
"sp40",1
"sp42",0
"sp43",0
"sp46",1
"sp47",1
"sp48",1
"sp50",0
"sp51",1
"sp53",1
"sp54",NA
"sp56",1
"sp57",0
"sp58",0
"sp59",1
"sp60",NA
"sp61",0
"sp62",0
"sp63",1
"sp64",1
"sp65",1
"sp67",1
"sp68",1
"sp69",0
"sp70",1
"sp72",NA
"sp73",0
"sp74",1
"sp75",NA
"sp76",0
"sp77",0
"sp82",0
"sp83",1
"sp84",0
"sp85",0
"sp86",1
"sp87",NA
"sp88",1
"sp89",0
"sp90",1
"sp91",0
"sp92",1
"sp93",0
"sp94",0
"sp95",NA
"sp96",1
"sp97",0
"sp98",1
"sp99",0
"sp100",0
"sp101",1
"sp102",0
"sp103",1
"sp104",0
"sp105",0
"sp106",1
"sp107",0
"sp108",0
"sp109",0
"sp110",0
"sp111",0
"sp112",1
"sp113",1
"sp114",1
"sp115",1
"sp116",0
"sp117",0
"sp118",1
"sp119",1
"sp121",0
"sp122",NA
"sp123",0
"sp124",1
"sp125",1
"sp126",0
"sp127",NA
"sp128",1
"sp129",1
"sp130",0
"sp131",0
"sp132",1
"sp133",1
"sp134",1
"sp135",1
"sp136",1
"sp137",1
"sp138",0
"sp139",0
"sp140",0
"sp141",0
