"accepted_species","trait_BM_trend_scaled"
"t5",1
"t12",1
"t13",1
"t9",1
"t116",NA
"t117",NA
"t99",1
"t8",1
"t24",1
"t25",NA
"t14",NA
"t85",1
"t86",1
"t100",NA
"t101",1
"t120",1
"t121",1
"t78",1
"t114",1
"t115",1
"t22",1
"t23",NA
"t76",1
"t77",1
"t126",1
"t127",1
"t107",1
"t89",NA
"t82",NA
"t48",1
"t28",1
"t92",1
"t93",1
"t94",1
"t95",1
"t122",1
"t123",1
"t106",1
"t17",1
"t46",NA
"t65",1
"t66",1
"t38",1
"t52",1
"t124",1
"t125",1
"t11",1
"t136",NA
"t137",1
"t54",NA
"t55",1
"t118",1
"t119",NA
"t21",NA
"t2",1
"t3",1
"t43",1
"t51",1
"t63",1
"t64",1
"t40",1
"t39",1
"t130",1
"t131",1
"t68",1
"t69",1
"t44",1
"t45",1
"t29",1
"t35",1
"t36",1
"t34",1
"t47",1
"t83",1
"t84",1
"t81",1
"t61",1
"t62",1
"t37",1
"t87",1
"t88",1
"t74",1
"t75",1
"t20",1
"t112",1
"t113",1
"t57",1
"t58",1
"t72",1
"t73",1
"t128",1
"t129",1
"t70",1
"t67",1
"t104",1
"t105",1
"t10",1
"t79",1
"t80",1
"t27",1
"t26",1
"t32",1
"t97",1
"t98",1
"t71",1
"t90",1
"t91",1
"t49",1
"t50",1
"t41",1
"t42",1
"t16",1
"t33",1
"t53",1
"t132",1
"t133",1
"t110",1
"t111",1
"t56",1
"t59",1
"t134",1
"t135",1
"t60",1
"t96",1
"t108",1
"t109",1
"t7",1
"t30",0
"t31",0
"t18",1
"t19",1
"t15",1
"t1",1
"t4",1
"t102",1
"t103",1
"t6",1
