"accepted_species","trait_EB_scaled"
"t1",-1.15261544543857
"t2",-0.996498188473713
"t4",0.420252534609637
"t23",NA
"t24",-0.241170705779053
"t22",-1.05697977527989
"t7",-0.597510363621449
"t45",-2.07514459137355
"t68",-2.11048422262343
"t69",-1.54240817276693
"t61",-1.5557587397689
"t42",-1.32287767440255
"t86",-1.02236667464162
"t87",-0.952199135842681
"t6",-0.69757602609062
"t40",-0.208902279687761
"t41",NA
"t17",NA
"t79",-0.29247389677682
"t80",-0.185575448893201
"t39",-0.362614490420298
"t38",-1.50051158320339
"t10",-1.36337863642041
"t58",-0.863755209150804
"t59",-0.763025010260035
"t26",-1.48700405110451
"t66",0.331215291377702
"t67",0.277454505049239
"t29",-0.197801906989818
"t30",0.148755062552149
"t14",-0.47532989893878
"t99",0.848400718916324
"t100",0.82750396159478
"t97",-0.438695783817403
"t98",NA
"t72",-0.954913539897473
"t81",-1.15980250819404
"t82",-0.920521820927012
"t34",-1.46553712242906
"t19",-1.26506958138026
"t20",-1.46279743740042
"t49",-0.244800159793698
"t50",-0.821738457440659
"t21",-0.813699255948048
"t47",NA
"t48",-1.09642053293106
"t33",-0.464273380075348
"t35",-0.888067448523136
"t36",-0.912386682946765
"t31",-1.24430539093745
"t32",-0.622963242288357
"t37",-0.438235546959169
"t88",0.0448154957712945
"t89",-0.0941449199413583
"t25",-0.0716948959589439
"t56",-0.0379657084262843
"t57",0.0869486501541973
"t12",0.31627042361066
"t9",0.395842492292746
"t75",0.557515443800658
"t76",0.610371318481083
"t83",0.0623033459601507
"t90",0.065500776691844
"t91",0.120590792238587
"t5",0.317364275636029
"t64",-0.0133202038865921
"t65",0.0225918030587673
"t3",0.441804609592697
"t73",1.17501171196518
"t74",1.41496455087578
"t55",1.01899450738389
"t70",1.06367365308535
"t71",NA
"t95",1.06509002610169
"t96",1.3117683548716
"t18",NA
"t51",0.941825010813326
"t52",0.971486902792472
"t62",1.15469859056487
"t63",0.749083515850814
"t46",NA
"t13",0.910143348304727
"t43",0.653201372998114
"t44",0.726685325786755
"t15",0.377373626472756
"t11",0.387049418464964
"t27",1.25306498594471
"t28",1.0077798233597
"t16",0.391791084444203
"t53",0.349520676926406
"t54",0.833049695470046
"t8",1.70978124139575
"t92",1.64617896554269
"t93",1.67973432337496
"t94",1.74954151622726
"t84",1.36072316974642
"t85",NA
"t77",1.63600676660911
"t78",1.39261184582532
"t60",NA
