"accepted_species","Medicinal"
"Sacleuxia_newii",0
"Ophiorrhiza_wangii",0
"Gentianella_junussovii",0
"Tarenna_sumatrensis",NA
"Rytigynia_laurentii",NA
"Maguireothamnus_tatei",0
"Brargentina_bornmuelleri",0
"Cynanchum_polyanthum",0
"Palicourea_apiculata",0
"Diplolepis_boerhaviifolia",0
"Motandra_paniculata",1
"Gentianella_crispata",0
"Gentianella_lipskyi",0
"Ixora_nitens",0
"Kailarsenia_lineata",NA
"Mandevilla_brachyloba",0
"Chassalia_ternifolia",0
"Blepharodon_pictum",0
"Palicourea_osaensis",0
"Gentianella_burkillii",0
"Urophyllum_rufescens",0
"Hoya_pedunculata",0
"Ceropegia_kerrii",0
"Plocama_eriantha",0
"Cynanchica_litardierei",0
"Pauridiantha_hirtella",1
"Ceropegia_parvior",0
"Matelea_fruticosa",0
"Scleromitrion_verticillatum",1
"Chomelia_splitgerberi",0
"Bouvardia_subcordata",0
"Macrosphyra_brachysiphon",NA
"Oxypetalum_wightianum",0
"Pentagonia_imparipinnata",0
"Marsdenia_sarcodantha",0
"Strychnos_leenhoutsii",0
"Strychnos_splendens",0
"Strychnos_bifurcata",0
"Strychnos_maingayi",1
"Deppea_guerrerensis",0
"Pagamea_velutina",0
"Polysphaeria_aethiopica",NA
"Notopleura_obtusa",0
"Polysphaeria_ntemii",NA
"Cynanchum_mevei",0
"Tessiera_lithospermoides",0
"Spigelia_hirtula",0
"Mantalania_sambiranensis",NA
"Psychotria_ireneae",0
"Psychotria_bonii",0
"Psychotria_dolichocalyx",0
"Galium_wigginsii",0
"Psychotria_pedunculosa",0
"Psychotria_pentaphtosa",0
"Galium_penduliflorum",0
"Danais_sulcata",0
"Danais_capituliformis",0
"Galium_isauricum",0
"Psychotria_mima",0
"Asperula_cilicia",0
"Asperula_suavis",0
"Epigynum_ridleyi",0
"Ixora_umbellata",NA
"Ixora_nonantha",NA
"Hoya_pusilla",0
"Hedyotis_aimiriikensis",0
"Hedyotis_austrosinica",0
"Acrosynanthus_revolutus",0
"Tabernaemontana_amygdalifolia",1
"Stenotis_arenaria",0
"Palicourea_adusta",0
"Secamone_tuberculata",0
"Palicourea_foreroi",0
"Palicourea_saligna",0
"Pectinaria_erinacea",0
"Matelea_grenandii",0
"Schizoglossum_saccatum",0
"Schizoglossum_stenoglossum",0
"Macoubea_guianensis",1
"Schmidtottia_scabra",0
"Timonius_ponapensis",0
"Timonius_quinqueflorus",0
"Lasianthus_iteophyllus",0
"Lasianthus_longifolius",0
"Galactophora_pumila",0
"Lasianthus_annamicus",0
"Payera_conspicua",0
"Geniostoma_petiolosum",0
"Rudgea_vincentina",0
"Faramea_silvae",0
"Tricalysia_repens",NA
"Vincetoxicum_macrophyllum",0
"Remijia_wurdackii",0
"Diodia_macrophylla",0
"Ophiorrhiza_medogensis",0
"Ophiorrhiza_linearifolia",0
"Ophiorrhiza_mungos",1
"Chassalia_betamponensis",0
"Chassalia_bipindensis",0
"Arachnothryx_chimalaparum",0
