,lambda,kappa,Ev Model,phylopars,picante,phylnn_fill_means,linear_eigenvecs,linear_umap,linear_autoencoded,xgb_eigenvecs,xgb_umap,xgb_autoencoded
0,0.55433720909059,0.967035422334448,BM1,0.9451478088583054,0.7618706564838015,0.9367801431239178,0.8778917614340729,1.00247404956717,0.773496566219176,0.9044385105917059,0.9685963991464213,0.8325002727917058
1,0.176749768666923,0.74811107525602,BM1,0.8049686446588862,0.8949881839577761,0.8049790404515859,0.9907153744962717,0.7771674791527662,0.8301991305444627,0.830580794858886,0.8123552736588859,0.8051195290588862
2,0.700052816653624,0.236614946741611,BM1,0.47389227326199845,0.45192513264255635,1.1087672337261305,3.140786812280823,0.391574417424956,0.4285013699769914,0.5872449596464825,0.48490703678975844,0.5930112632980784
3,0.210994841298088,0.0168497941922396,BM1,0.3510807651257559,0.36839771799322296,0.6683007577070047,0.864598978810416,0.37637315303077407,0.8487663051035197,0.6642571962867426,0.5226834557802055,0.5407995230814653
4,0.824565710499883,0.662459884537384,OU1,0.5899955589751872,0.5688709963040829,0.48198595779945974,0.6140640329099172,0.713103010584503,0.6280092555245934,0.6119592921049707,0.667540262479885,0.5988998681961859
5,0.535721631720662,0.688591843936592,OU1,0.5995274437483886,0.7158210682256181,0.3979903557484996,0.7090758259293233,0.6083808706547305,0.6126434522261957,0.508085223311014,0.5311299561625783,0.5853055604906019
6,0.677082117181271,0.323788073379546,OU1,0.776577727924466,0.7267663301716336,0.7664716961346874,0.7670677028246013,0.7706073425835991,0.7219275784367117,0.85965779540976,0.8146763502097599,0.7940425207113442
7,0.48046381236054,0.888108477927744,OU1,0.898513222313837,0.8877852581490261,0.8243092307834576,0.8209782383439933,0.7855896769374676,0.8711528637907529,1.0232749421249778,0.7821630498749779,0.8232144469207039
8,0.0926657665986568,0.94365886808373,OU1,0.7005077088402717,0.5912789409869451,0.6752009903788068,0.6163188905275337,0.6411940822656634,0.660014517916669,0.7032932021159335,0.6575356372159334,0.6381532255159335
9,0.0679907922167331,0.360171144362539,OU1,0.7632172637343891,0.7893946356827806,0.7655738347667734,0.8888668034082885,1.258925173027361,0.7380201637527939,0.7743132777934877,1.0062443524850102,0.7584301614993618
10,0.796985401539132,0.998171331360936,BM1,0.6766037781425245,0.7159897142191471,0.7133917590466095,0.6123960908285591,0.5936267204934259,0.5765005355836397,0.7768406975372433,0.6277927614246763,0.7585708661893608
11,0.755554791539907,0.190275890287012,BM1,0.4019438911967358,0.380961463301968,0.37010365790649413,0.6227453004594279,0.491541142702275,0.628312198673738,0.4250639178347725,0.5945590154562089,0.5507056993347724
