"accepted_species","traits"
"sp9",1
"sp27",NA
"sp31",1
"sp33",0
"sp34",1
"sp35",1
"sp36",NA
"sp37",1
"sp39",0
"sp42",0
"sp43",0
"sp45",1
"sp47",1
"sp49",1
"sp51",1
"sp52",0
"sp53",1
"sp55",1
"sp56",NA
"sp57",0
"sp58",1
"sp60",1
"sp61",1
"sp62",1
"sp64",0
"sp67",1
"sp68",1
"sp70",1
"sp71",NA
"sp72",0
"sp73",1
"sp74",1
"sp76",1
"sp77",1
"sp79",0
"sp80",0
"sp81",NA
"sp82",1
"sp83",1
"sp84",1
"sp86",0
"sp87",0
"sp88",0
"sp89",1
"sp92",1
"sp93",0
"sp94",1
"sp95",1
"sp96",1
"sp98",1
"sp99",1
"sp100",0
"sp101",NA
"sp102",0
"sp103",1
"sp104",NA
"sp105",1
"sp106",0
"sp108",1
"sp109",1
"sp110",1
"sp111",1
"sp112",1
"sp113",1
"sp114",1
"sp115",1
"sp116",0
"sp117",0
"sp119",1
"sp120",NA
"sp121",1
"sp122",1
"sp123",1
"sp124",0
"sp125",1
"sp126",1
"sp127",1
"sp129",1
"sp130",1
"sp131",1
"sp132",1
"sp133",0
"sp134",NA
"sp135",1
"sp136",1
"sp137",0
"sp138",0
"sp139",1
"sp140",1
"sp141",1
"sp143",1
"sp144",1
"sp145",0
"sp146",0
"sp147",0
"sp148",0
"sp149",1
"sp150",1
"sp151",1
"sp152",NA
