"accepted_species","I1.1/1"
"t2","0"
"t95","0"
"t96","0"
"t94",NA
"t75",NA
"t76","0"
"t12","0"
"t92","0"
"t93","0"
"t44","1"
"t88",NA
"t89","1"
"t81","1"
"t97","0"
"t98",NA
"t59","0"
"t60","0"
"t37","0"
"t69",NA
"t70",NA
"t38",NA
"t10","0"
"t61","0"
"t84","0"
"t85","0"
"t52",NA
"t90","1"
"t91","0"
"t77","0"
"t53","0"
"t54","0"
"t9","0"
"t5","0"
"t73","1"
"t74","1"
"t31","1"
"t78","0"
"t79","0"
"t57","0"
"t71","0"
"t72","0"
"t51","1"
"t43","0"
"t11","1"
"t58","1"
"t29","1"
"t80","1"
"t27","0"
"t28","0"
"t39","0"
"t40","0"
"t36","0"
"t63","0"
"t64","0"
"t24","0"
"t3","0"
"t14","0"
"t18","0"
"t86","0"
"t87","0"
"t48","0"
"t6","0"
"t46","0"
"t47","0"
"t32","1"
"t33","1"
"t4","0"
"t67","1"
"t68","1"
"t41","0"
"t42","0"
"t8","0"
"t49","0"
"t50","0"
"t45","0"
"t20","0"
"t21","0"
"t30","0"
"t82","0"
"t83","1"
"t62","0"
"t65","0"
"t66","0"
"t13","0"
"t15","0"
"t16","0"
"t1","0"
"t23","0"
"t99",NA
"t100","0"
"t17","0"
"t25","0"
"t26","0"
"t55","0"
"t56","0"
"t7","0"
"t22","0"
"t34",NA
"t35","0"
"t19","0"
