"accepted_species","traits"
"sp5",1
"sp13",1
"sp14",1
"sp17",1
"sp18",1
"sp21",1
"sp23",0
"sp25",1
"sp26",1
"sp27",0
"sp30",1
"sp32",1
"sp34",NA
"sp36",1
"sp37",0
"sp38",1
"sp39",1
"sp40",1
"sp41",1
"sp43",1
"sp44",1
"sp45",1
"sp48",1
"sp49",1
"sp50",NA
"sp51",1
"sp52",0
"sp53",0
"sp54",1
"sp55",1
"sp56",1
"sp57",1
"sp58",1
"sp59",1
"sp60",1
"sp61",NA
"sp62",1
"sp63",0
"sp64",1
"sp65",1
"sp66",1
"sp67",1
"sp68",1
"sp69",0
"sp70",1
"sp71",1
"sp73",1
"sp74",1
"sp75",1
"sp76",0
"sp78",1
"sp79",1
"sp80",1
"sp81",1
"sp82",0
"sp83",0
"sp84",NA
"sp85",0
"sp86",0
"sp88",1
"sp89",1
"sp90",0
"sp91",0
"sp92",0
"sp93",0
"sp94",1
"sp95",NA
"sp96",0
"sp97",1
"sp98",0
"sp99",0
"sp101",0
"sp102",1
"sp103",1
"sp104",1
"sp105",1
"sp106",NA
"sp107",NA
"sp108",1
"sp109",1
"sp110",NA
"sp111",1
"sp112",1
"sp113",1
"sp114",1
"sp115",1
"sp116",1
"sp117",1
"sp118",1
"sp119",1
"sp120",1
"sp121",1
"sp122",1
"sp123",1
"sp124",NA
"sp125",1
"sp126",1
"sp127",1
"sp128",NA
"sp129",0
