"accepted_species","Medicinal"
"Cynanchum_foetidum",0
"Oxypetalum_dactylostelma",0
"Vangueria_schumanniana",1
"Coptosperma_neurophyllum",0
"Tapanhuacanga_cururuensis",0
"Vincetoxicum_brassii",0
"Psychotria_tahanensis",1
"Spermacoce_warmingii",0
"Palicourea_tunjaensis",0
"Gentianella_roseolilacina",0
"Spigelia_heliotropioides",0
"Diplolepis_bulligera",0
"Aidia_beccariana",0
"Spermacoce_confertifolia",0
"Palicourea_pebasensis",0
"Vincetoxicum_elmeri",0
"Hexaphylla_hirta",0
"Calolisianthus_amplissimus",1
"Asclepias_brevipes",0
"Coussarea_lutea",0
"Aulacocalyx_caudata",0
"Vincetoxicum_lii",0
"Guettarda_gaumeri",0
"Guettarda_dealbata",0
"Cruciata_articulata",0
"Allamanda_cathartica",1
"Ditassa_hastata",0
"Oxypetalum_lutescens",0
"Marsdenia_tomentosa",1
"Asclepias_oreophila",0
"Asclepias_californica",1
"Asclepias_tuberosa",1
"Strychnos_gossweileri",1
"Urophyllum_malayense",0
"Sipaneopsis_huberi",0
"Riocreuxia_flanaganii",0
"Cyclophyllum_francii",0
"Retiniphyllum_francoanum",0
"Ceropegia_conrathii",0
"Ceriscoides_parvifolia",0
"Spigelia_speciosa",0
"Retiniphyllum_guianense",0
"Psychotria_murmurensis",0
"Psychotria_scortechinii",1
"Psychotria_cyanopharynx",0
"Psychotria_schaeferi",0
"Psychotria_patulinervia",0
"Psychotria_velutina",0
"Galium_coriaceum",0
"Psychotria_nemorosa",0
"Galium_hardhamiae",0
"Gaertnera_schizocalyx",0
"Coprosma_sundana",0
"Ixora_neriifolia",0
"Ixora_clandestina",0
"Ixora_longifolia",1
"Ixora_baldwinii",0
"Toxocarpus_merrillii",0
"Hoya_paziae",0
"Ciliosemina_purdieana",1
"Landolphia_thollonii",0
"Hoya_pubicalyx",0
"Tabernaemontana_inconspicua",0
"Tabernaemontana_angulata",1
"Tabernaemontana_peduncularis",1
"Blepharodon_glaucescens",0
"Stephanotis_arabica",0
"Psychotria_fimbricalyx",0
"Dolicholobium_aneityense",0
"Palicourea_saligna",0
"Parapodium_crispum",0
"Sebaea_elongata",0
"Spermacoce_pogostoma",0
"Spermacoce_oligantha",0
"Dischidia_puberula",1
"Tintinnabularia_gratissima",0
"Lasianthus_krabiensis",0
"Oxyanthus_dubius",0
"Stapelia_paniculata",0
"Stapelia_gigantea",1
"Vincetoxicum_fordii",0
"Stathmostelma_rhacodes",0
"Otiophora_parviflora",0
"Myrmecodia_gracilispina",0
"Tricalysia_lineariloba",0
"Amsonia_tharpii",0
"Ophiorrhiza_thomsonii",0
"Ophiorrhiza_dolichophylla",0
"Ophiorrhiza_grandibracteolata",0
"Posoqueria_costaricensis",0
"Raphionacme_michelii",0
"Amsonia_ludoviciana",0
"Gentiana_uniflora",0
"Amphistemon_humbertii",0
"Argostemma_inaequale",0
"Argostemma_longisepalum",0
"Argostemma_pauciflorum",1
"Gentiana_quadrifaria",1
"Exacum_alberti-grimaldii",0
"Faramea_ramosiana",0
